book_id,book_authors,book_desc,book_edition,book_format,book_isbn,book_ pages,book_rating,book_rating_count,book_review_count,book_title,genres,image_url,book_ price
1251,D.H. Lawrence|Geoff Dyer,"""She was a brazen hussy.""""She wasn't. And she was pretty, wasn't she?""""I didn't look ... And tell your girls, my son, that when they're running after you, they're not to come and ask your mother for you - tell them that - brazen baggages you meet at dancing classes""The marriage of Gertrude and Walter Morel has become a battleground. Repelled by her uneducated and sometimes violent husband, delicate Gertrude devotes her life to her children, especially to her sons, William and Paul - determined they will not follow their father into working down the coal mines. But conflict is evitable when Paul seeks to escape his mother's suffocating grasp through relationships with women his own age. Set in Lawrence's native Nottinghamshire, Sons and Lovers is a highly autobiographical and compelling portrayal of childhood, adolescence and the clash of generations.",,Paperback,9.78E+12,654,3.62,41827,1679,Sons and Lovers,Classics|Fiction|Literature,https://images.gr-assets.com/books/1386924291l/32071.jpg,654
1252,Sidney Sheldon,"One of Sidney Sheldon's most popular and bestselling titles, repackaged and reissued for a new generation of fans. Kate Blackwell is one of the richest and most powerful women in the world. She is an enigma, a woman surrounded by a thousand unanswered questions. Her father was a diamond prospector who struck it rich beyond his wildest dreams. Her mother was the daughter of a crooked Afrikaaner merchant. Her conception was itself an act of hate-filled vengeance. At the extravagent celebrations of her ninetieth birthday, there are toasts from a Supreme Court Judge and a telegram from the White House. And for Kate there are ghosts, ghosts of absent friends and of enemies. Ghosts from a life of blackmail and murder. Ghosts from an empire spawned by naked ambition! Sidney Sheldon is one of the most popular storytellers in the world. This is one of his best-loved novels, a compulsively readable thriller, packed with suspense, intrigue and passion. It will recruit a new generation of fans to his writing.",,Paperback,9.78E+12,489,4.1,46041,1496,Master of the Game,Fiction|Thriller|Mystery|Suspense|Romance|Thriller|Mystery Thriller|Drama|Novels|Mystery|Crime|Contemporary,https://images.gr-assets.com/books/1170095440l/43330.jpg,489
1253,Leigh Bardugo|Ли Бардуго|Анастасия Харченко|Игорь Князев,"When you can't beat the odds, change the game.Kaz Brekker and his crew have just pulled off a heist so daring even they didn't think they'd survive. But instead of divvying up a fat reward, they're right back to fighting for their lives. Double-crossed and badly weakened, the crew is low on resources, allies, and hope. As powerful forces from around the world descend on Ketterdam to root out the secrets of the dangerous drug known as jurda parem, old rivals and new enemies emerge to challenge Kaz's cunning and test the team's fragile loyalties. A war will be waged on the city's dark and twisting streets―a battle for revenge and redemption that will decide the fate of the Grisha world.",,Kindle Edition,,536,4.62,95986,15419,Crooked Kingdom,Fantasy|Young Adult,https://images.gr-assets.com/books/1456172607l/22299763.jpg,536
1254,L.J. Smith,"Includes:Book 7 - HuntressBook 8 - Black DawnBook 9 - WitchlightVampires, werewolves, witches, shapeshifters - they live among us without our knowledge. Night World is their secret society, a secret society with very strict rules. And falling in love breaks all the laws of the Night World.The apocalypse is drawing near. But four Wild Powers can save the world from the impending doom. Circle Daybreak, an underground organization with both Night World and human members, is searching for the four who can stop the darkness.A vampire hunter - who is half vampire - stalks her own kind to protect humans in Huntress.In Black Dawn, Maggie stumbles upon an old Night World kingdom where the ruling vampire prince is both an enemy and an ally.And Circle Daybreak hires Keller, a shapeshifting panther, to guard a new Wild power in Witchlight. But when Keller falls in love with the Wild Power's soulmate, her love could destroy everything...",Omnibus,Paperback,9.78E+12,732,4.2,62279,824,"Night World, No. 3",Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal,https://images.gr-assets.com/books/1439077707l/3575676.jpg,732
1255,Founding Fathers,"The complete text of the United States Constitution, including all of the amendments.",,Paperback,9.78E+12,30,4.55,22007,420,The Constitution of the United States of America,History|Nonfiction|Politics|Classics|Philosophy|Law|Reference|North American Hi...|American History|Historical|Politics|Political Science,https://images.gr-assets.com/books/1328756752l/89959.jpg,30
1256,William Shakespeare,"As You Like It is a pastoral comedy by William Shakespeare believed to have been written in 1599 or early 1600 and first published in the First Folio, 1623. The play's first performance is uncertain, though a performance at Wilton House in 1603 has been suggested as a possibility. As You Like It follows its heroine Rosalind as she flees persecution in her uncle's court, accompanied by her cousin Celia and Touchstone the court jester, to find safety and, eventually, love, in the Forest of Arden. Historically, critical response has varied, with some critics finding the work of lesser quality than other Shakespearean works and some finding the play a work of great merit. The play features one of Shakespeare's most famous and oft-quoted speeches, ""All the world's a stage"", and is the origin of the phrase ""too much of a good thing"". The play remains a favourite among audiences and has been adapted for radio, film, and musical theatre.",,Paperback,9.78E+12,263,3.83,65632,1553,As You Like It,Classics|Plays|Drama|Fiction|Plays|Theatre|Literature|Romance|Academic|School|Poetry|Humor|Comedy,https://images.gr-assets.com/books/1327935363l/42607.jpg,263
1257,Flora Rheta Schreiber,"Here is the unbelievable yet true story of Sybil Dorsett, a survivor of terrible childhood abuse who as an adult was a victim of sudden and mysterious blackouts. What happened during those blackouts has made Sybil's experience one of the most famous psychological cases in the world.",,Mass Market Paperback,9.78E+12,460,4,77297,1363,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Nonfiction|Psychology|Biography|Mental Health|Mental Illness,https://images.gr-assets.com/books/1388372325l/67920.jpg,460
1258,Patrick Ness,"Three armies march on New Prentisstown, each one intent on destroying the others. Todd and Viola are caught in the middle, with no chance of escape. As the battles commence, how can they hope to stop the fighting? How can there ever be peace when they're so hopelessly outnumbered? And if war makes monsters of men, what terrible choices await?Alternate Cover Edition",,Hardcover,9.78E+12,603,4.25,55828,5442,Monsters of Men,Young Adult|Science Fiction|Dystopia|Science Fiction|Fantasy,https://images.gr-assets.com/books/1467392755l/7540092.jpg,603
1259,Eckhart Tolle,"Eckhart Tolle's message is simple: living in the now is the truest path to happiness and enlightenment. And while this message may not seem stunningly original or fresh, Tolle's clear writing, supportive voice and enthusiasm make this an excellent manual for anyone who's ever wondered what exactly ""living in the now"" means. Foremost, Tolle is a world-class teacher, able to explain complicated concepts in concrete language. More importantly, within a chapter of reading this book, readers are already holding the world in a different container--more conscious of how thoughts and emotions get in the way of their ability to live in genuine peace and happiness.Tolle packs a lot of information and inspirational ideas into The Power of Now. (Topics include the source of Chi, enlightened relationships, creative use of the mind, impermanence and the cycle of life.) Thankfully, he's added markers that symbolise ""break time"". This is when readers should close the book and mull over what they just read. As a result, The Power of Now reads like the highly acclaimed A Course in Miracles--a spiritual guidebook that has the potential to inspire just as many study groups and change just as many lives for the better. --Gail Hudson",,Paperback,9.78E+12,229,4.12,140955,6535,The Power of Now: A Guide to Spiritual Enlightenment,Nonfiction|Spirituality|Self Help|Philosophy|Psychology,https://images.gr-assets.com/books/1386925535l/6708.jpg,229
1260,Donna Woolfolk Cross,"A world-wide bestseller, major motion picture and upcoming ""Director's Cut"" TV mini-series exclusively for the U.S!""Pope Joan has all the elements one wants in a historical drama–love, sex, violence, duplicity, and long-buried secrets. Cross has written an engaging book.""–Los Angeles Times Book ReviewFor a thousand years her existence has been denied. She is the legend that will not die–Pope Joan, the ninth-century woman who disguised herself as a man and rose to become the only female ever to sit on the throne of St. Peter. Now in this riveting novel, Donna Woolfolk Cross paints a sweeping portrait of an unforgettable heroine who struggles against restrictions her soul cannot accept.Brilliant and talented, young Joan rebels against medieval social strictures forbidding women to learn. When her brother is brutally killed during a Viking attack, Joan takes up his cloak–and his identity–and enters the monastery of Fulda. As Brother John Anglicus, Joan distinguishes herself as a great scholar and healer. Eventually, she is drawn to Rome, where she becomes enmeshed in a dangerous web of love, passion, and politics. Triumphing over appalling odds, she finally attains the highest office in Christendom–wielding a power greater than any woman before or since. But such power always comes at a price . . .In this international bestseller, Cross brings the Dark Ages to life in all their brutal splendor and shares the dramatic story of a woman whose strength of vision led her to defy the social restrictions of her day.",,Paperback,9.78E+12,422,4.07,60142,4297,Pope Joan,Historical|Historical Fiction|Fiction|Historical|Religion,https://images.gr-assets.com/books/1386912604l/27252.jpg,422
